datetime,market,open,high,low,close,vol
2017-09-26 17:00:00,KRW-ETH,324500.0,328500.0,323500.0,327000.0,0.007
2017-09-26 21:00:00,KRW-ETH,327000.0,328000.0,322500.0,323000.0,0.0086
2017-09-27 01:00:00,KRW-ETH,323000.0,324000.0,321000.0,322000.0,0.0088
2017-09-27 05:00:00,KRW-ETH,321500.0,324500.0,320000.0,321500.0,0.0088
2017-09-27 09:00:00,KRW-ETH,321000.0,325500.0,320000.0,324500.0,0.0083
2017-09-27 13:00:00,KRW-ETH,324000.0,327500.0,323500.0,326500.0,0.0076
2017-09-27 17:00:00,KRW-ETH,326000.0,329500.0,326000.0,327000.0,0.0085
2017-09-27 21:00:00,KRW-ETH,328500.0,331500.0,325500.0,331500.0,0.0088
2017-09-28 01:00:00,KRW-ETH,330500.0,337000.0,328000.0,337000.0,0.0088
2017-09-28 05:00:00,KRW-ETH,337000.0,342500.0,332500.0,342500.0,0.0087
2017-09-28 09:00:00,KRW-ETH,342000.0,345500.0,338000.0,345500.0,0.0086
2017-09-28 13:00:00,KRW-ETH,346500.0,346500.0,341000.0,341000.0,0.0087
2017-09-28 17:00:00,KRW-ETH,341500.0,344000.0,328000.0,335000.0,0.0063
2017-09-28 21:00:00,KRW-ETH,333500.0,337000.0,327000.0,332000.0,0.0086
2017-09-29 01:00:00,KRW-ETH,329000.0,334500.0,328500.0,329000.0,0.0088
2017-09-29 05:00:00,KRW-ETH,328500.0,335000.0,327500.0,332500.0,0.0087
2017-09-29 09:00:00,KRW-ETH,331000.0,333500.0,312500.0,316500.0,0.0087
2017-09-29 13:00:00,KRW-ETH,316000.0,326500.0,315500.0,326500.0,0.0086
2017-09-29 17:00:00,KRW-ETH,326500.0,330000.0,322000.0,329000.0,0.0087
2017-09-29 21:00:00,KRW-ETH,329000.0,333000.0,326000.0,326500.0,0.0088
2017-09-30 01:00:00,KRW-ETH,327000.0,330000.0,325000.0,328500.0,0.0087
2017-09-30 05:00:00,KRW-ETH,329000.0,330000.0,325500.0,327500.0,0.0088
2017-09-30 09:00:00,KRW-ETH,327500.0,332500.0,327000.0,332500.0,0.0087
2017-09-30 13:00:00,KRW-ETH,332000.0,335500.0,331000.0,334500.0,0.0087
2017-09-30 17:00:00,KRW-ETH,335000.0,337000.0,331000.0,334500.0,0.0088
2017-09-30 21:00:00,KRW-ETH,334000.0,337000.0,333000.0,336000.0,0.0087
2017-10-01 01:00:00,KRW-ETH,337500.0,340000.0,334500.0,338500.0,0.0088
2017-10-01 05:00:00,KRW-ETH,338000.0,341500.0,337000.0,341000.0,0.0088
2017-10-01 09:00:00,KRW-ETH,341000.0,344000.0,334500.0,336000.0,0.0087
2017-10-01 13:00:00,KRW-ETH,337000.0,340500.0,331500.0,338500.0,0.0087
2017-10-01 17:00:00,KRW-ETH,338500.0,340500.0,338000.0,340000.0,0.0087
2017-10-01 21:00:00,KRW-ETH,340000.0,341000.0,336500.0,340000.0,0.0087
2017-10-02 01:00:00,KRW-ETH,340000.0,342500.0,340000.0,342000.0,0.0088
2017-10-02 05:00:00,KRW-ETH,341500.0,344500.0,340000.0,342000.0,0.0088
2017-10-02 09:00:00,KRW-ETH,342000.0,346000.0,338500.0,342000.0,0.0087
2017-10-02 13:00:00,KRW-ETH,342000.0,346000.0,342000.0,343000.0,0.0087
2017-10-02 17:00:00,KRW-ETH,342500.0,345000.0,341500.0,342000.0,0.0087
2017-10-02 21:00:00,KRW-ETH,340500.0,343500.0,339000.0,339500.0,0.0087
2017-10-03 01:00:00,KRW-ETH,339000.0,341000.0,336500.0,340500.0,0.0088
2017-10-03 05:00:00,KRW-ETH,340500.0,342000.0,338000.0,340000.0,0.0088
2017-10-03 09:00:00,KRW-ETH,340000.0,343000.0,338500.0,342500.0,0.0087
2017-10-03 13:00:00,KRW-ETH,342000.0,345500.0,335000.0,336000.0,0.0086
2017-10-03 17:00:00,KRW-ETH,335500.0,336000.0,324000.0,334500.0,0.0079
2017-10-03 21:00:00,KRW-ETH,337000.0,337000.0,329500.0,335500.0,0.0079
2017-10-04 01:00:00,KRW-ETH,334500.0,338000.0,331500.0,333500.0,0.008
2017-10-04 05:00:00,KRW-ETH,333500.0,338000.0,332000.0,338000.0,0.0076
2017-10-04 09:00:00,KRW-ETH,336000.0,339000.0,333500.0,336000.0,0.0077
2017-10-04 13:00:00,KRW-ETH,338500.0,341500.0,335000.0,339500.0,0.0084
2017-10-04 17:00:00,KRW-ETH,340000.0,343000.0,336500.0,340500.0,0.0084
2017-10-04 21:00:00,KRW-ETH,340000.0,342000.0,336000.0,339000.0,0.0076
2017-10-05 01:00:00,KRW-ETH,341000.0,342000.0,337000.0,339500.0,0.0077
2017-10-05 05:00:00,KRW-ETH,340000.0,341000.0,336500.0,338000.0,0.0075
2017-10-05 09:00:00,KRW-ETH,339500.0,341500.0,335500.0,337500.0,0.0082
2017-10-05 13:00:00,KRW-ETH,335500.0,338000.0,333000.0,337500.0,0.0079
2017-10-05 17:00:00,KRW-ETH,337500.0,340500.0,334500.0,337500.0,0.008
2017-10-05 21:00:00,KRW-ETH,337000.0,340000.0,335500.0,337500.0,0.0076
2017-10-06 01:00:00,KRW-ETH,336500.0,341000.0,335500.0,336500.0,0.0082
2017-10-06 05:00:00,KRW-ETH,339500.0,341500.0,335000.0,337500.0,0.0078
2017-10-06 09:00:00,KRW-ETH,338000.0,341000.0,335500.0,339000.0,0.0074
2017-10-06 13:00:00,KRW-ETH,339500.0,343000.0,338000.0,342000.0,0.0074
2017-10-06 17:00:00,KRW-ETH,342500.0,344500.0,335500.0,340500.0,0.0085
2017-10-06 21:00:00,KRW-ETH,342500.0,345500.0,339500.0,344500.0,0.0087
2017-10-07 01:00:00,KRW-ETH,343500.0,346500.0,340000.0,346000.0,0.0087
2017-10-07 05:00:00,KRW-ETH,345500.0,357000.0,342500.0,356000.0,0.0087
2017-10-07 09:00:00,KRW-ETH,356000.0,360000.0,351000.0,351500.0,0.0087
2017-10-07 13:00:00,KRW-ETH,352000.0,357000.0,350000.0,351500.0,0.0087
2017-10-07 17:00:00,KRW-ETH,352000.0,356000.0,349500.0,352500.0,0.0087
2017-10-07 21:00:00,KRW-ETH,351500.0,355500.0,349500.0,354000.0,0.0087
2017-10-08 01:00:00,KRW-ETH,354000.0,358000.0,351000.0,353500.0,0.0087
2017-10-08 05:00:00,KRW-ETH,354000.0,356500.0,350000.0,354500.0,0.0086
2017-10-08 09:00:00,KRW-ETH,353000.0,357000.0,350500.0,354000.0,0.0087
2017-10-08 13:00:00,KRW-ETH,355500.0,356000.0,350000.0,355000.0,0.0087
2017-10-08 17:00:00,KRW-ETH,355500.0,355500.0,349500.0,351000.0,0.0087
2017-10-08 21:00:00,KRW-ETH,352000.0,354500.0,346000.0,353000.0,0.0086
2017-10-09 01:00:00,KRW-ETH,355000.0,355000.0,349500.0,350000.0,0.0086
2017-10-09 05:00:00,KRW-ETH,352500.0,354500.0,341000.0,349500.0,0.0086
2017-10-09 09:00:00,KRW-ETH,349500.0,354000.0,346500.0,350000.0,0.0087
2017-10-09 13:00:00,KRW-ETH,346000.0,352500.0,343000.0,350500.0,0.0086
2017-10-09 17:00:00,KRW-ETH,348500.0,353000.0,346000.0,350000.0,0.0087
2017-10-09 21:00:00,KRW-ETH,351500.0,352500.0,341500.0,343000.0,0.0086
2017-10-10 01:00:00,KRW-ETH,343500.0,349000.0,334000.0,335500.0,0.0086
2017-10-10 05:00:00,KRW-ETH,345000.0,349500.0,336000.0,339500.0,0.0087
