datetime,market,open,high,low,close,vol
2017-09-26 17:00:00,KRW-BTC,4362000.0,4400000.0,4351000.0,4396000.0,2.94346144
2017-09-26 21:00:00,KRW-BTC,4397000.0,4418000.0,4319000.0,4371000.0,7.25334186
2017-09-27 01:00:00,KRW-BTC,4361000.0,4381000.0,4348000.0,4366000.0,2.28597763
2017-09-27 05:00:00,KRW-BTC,4367000.0,4390000.0,4321000.0,4321000.0,4.2355466
2017-09-27 09:00:00,KRW-BTC,4322000.0,4396000.0,4318000.0,4395000.0,4.44133854
2017-09-27 13:00:00,KRW-BTC,4395000.0,4448000.0,4358000.0,4435000.0,6.11516661
2017-09-27 17:00:00,KRW-BTC,4437000.0,4536000.0,4415000.0,4508000.0,5.65001479
2017-09-27 21:00:00,KRW-BTC,4509000.0,4532000.0,4478000.0,4503000.0,2.41743306
2017-09-28 01:00:00,KRW-BTC,4505000.0,4585000.0,4495000.0,4582000.0,5.38702035
2017-09-28 05:00:00,KRW-BTC,4576000.0,4677000.0,4515000.0,4657000.0,8.25868835
2017-09-28 09:00:00,KRW-BTC,4657000.0,4752000.0,4610000.0,4744000.0,5.72982794
2017-09-28 13:00:00,KRW-BTC,4740000.0,4772000.0,4702000.0,4729000.0,8.2316936
2017-09-28 17:00:00,KRW-BTC,4729000.0,4770000.0,4519000.0,4632000.0,30.2342222
2017-09-28 21:00:00,KRW-BTC,4632000.0,4674000.0,4520000.0,4560000.0,12.29005937
2017-09-29 01:00:00,KRW-BTC,4558000.0,4635000.0,4546000.0,4550000.0,13.13751013
2017-09-29 05:00:00,KRW-BTC,4550000.0,4625000.0,4540000.0,4586000.0,10.96493016
2017-09-29 09:00:00,KRW-BTC,4586000.0,4634000.0,4476000.0,4541000.0,21.75354696
2017-09-29 13:00:00,KRW-BTC,4541000.0,4604000.0,4521000.0,4604000.0,10.71349082
2017-09-29 17:00:00,KRW-BTC,4604000.0,4709000.0,4589000.0,4684000.0,11.96754712
2017-09-29 21:00:00,KRW-BTC,4684000.0,4702000.0,4651000.0,4656000.0,7.57012968
2017-09-30 01:00:00,KRW-BTC,4656000.0,4686000.0,4547000.0,4666000.0,4.99924369
2017-09-30 05:00:00,KRW-BTC,4666000.0,4686000.0,4631000.0,4657000.0,2.34841519
2017-09-30 09:00:00,KRW-BTC,4657000.0,4710000.0,4651000.0,4695000.0,2.56233579
2017-09-30 13:00:00,KRW-BTC,4694000.0,4776000.0,4693000.0,4776000.0,1.99112795
2017-09-30 17:00:00,KRW-BTC,4774000.0,4778000.0,4725000.0,4744000.0,4.01138462
2017-09-30 21:00:00,KRW-BTC,4749000.0,4815000.0,4741000.0,4804000.0,1.86866306
2017-10-01 01:00:00,KRW-BTC,4803000.0,4845000.0,4777000.0,4830000.0,4.83999368
2017-10-01 05:00:00,KRW-BTC,4826000.0,4896000.0,4826000.0,4895000.0,4.72497822
2017-10-01 09:00:00,KRW-BTC,4889000.0,4948000.0,4819000.0,4858000.0,9.0160397
2017-10-01 13:00:00,KRW-BTC,4864000.0,4896000.0,4682000.0,4884000.0,6.04577732
2017-10-01 17:00:00,KRW-BTC,4883000.0,4915000.0,4867000.0,4908000.0,2.05084339
2017-10-01 21:00:00,KRW-BTC,4913000.0,4913000.0,4856000.0,4889000.0,6.21578576
2017-10-02 01:00:00,KRW-BTC,4893000.0,4908000.0,4875000.0,4903000.0,1.44310274
2017-10-02 05:00:00,KRW-BTC,4899000.0,4978000.0,4895000.0,4962000.0,2.55178355
2017-10-02 09:00:00,KRW-BTC,4962000.0,5057000.0,4956000.0,5015000.0,2.97534914
2017-10-02 13:00:00,KRW-BTC,5020000.0,5094000.0,5019000.0,5041000.0,8.50802005
2017-10-02 17:00:00,KRW-BTC,5040000.0,5095000.0,4998000.0,4998000.0,3.82076126
2017-10-02 21:00:00,KRW-BTC,4998000.0,5062000.0,4998000.0,4999000.0,10.49048236
2017-10-03 01:00:00,KRW-BTC,5006000.0,5054000.0,5002000.0,5046000.0,3.15742607
2017-10-03 05:00:00,KRW-BTC,5046000.0,5048000.0,5009000.0,5025000.0,2.77596497
2017-10-03 09:00:00,KRW-BTC,5021000.0,5056000.0,5003000.0,5048000.0,1.49741298
2017-10-03 13:00:00,KRW-BTC,5047000.0,5079000.0,4878000.0,4922000.0,3.77640323
2017-10-03 17:00:00,KRW-BTC,4919000.0,4992000.0,4811000.0,4916000.0,4.16821903
2017-10-03 21:00:00,KRW-BTC,4913000.0,4940000.0,4831000.0,4920000.0,0.51329
2017-10-04 01:00:00,KRW-BTC,4923000.0,4949000.0,4880000.0,4893000.0,0.72526294
2017-10-04 05:00:00,KRW-BTC,4893000.0,4990000.0,4882000.0,4964000.0,1.21871881
2017-10-04 09:00:00,KRW-BTC,4987000.0,4994000.0,4897000.0,4913000.0,2.3020478
2017-10-04 13:00:00,KRW-BTC,4952000.0,5002000.0,4918000.0,4995000.0,0.381082
2017-10-04 17:00:00,KRW-BTC,4974000.0,4974000.0,4872000.0,4924000.0,0.486266
2017-10-04 21:00:00,KRW-BTC,4925000.0,4925000.0,4837000.0,4865000.0,2.53625408
2017-10-05 01:00:00,KRW-BTC,4899000.0,4903000.0,4843000.0,4857000.0,0.591841
2017-10-05 05:00:00,KRW-BTC,4888000.0,4928000.0,4851000.0,4895000.0,0.741253
2017-10-05 09:00:00,KRW-BTC,4894000.0,4930000.0,4824000.0,4826000.0,1.56832491
2017-10-05 13:00:00,KRW-BTC,4858000.0,4865000.0,4811000.0,4858000.0,0.53449796
2017-10-05 17:00:00,KRW-BTC,4877000.0,4939000.0,4877000.0,4904000.0,1.29754475
2017-10-05 21:00:00,KRW-BTC,4903000.0,4993000.0,4903000.0,4938000.0,0.551099
2017-10-06 01:00:00,KRW-BTC,4938000.0,4989000.0,4914000.0,4951000.0,0.53609882
2017-10-06 05:00:00,KRW-BTC,4953000.0,4990000.0,4917000.0,4926000.0,0.87608631
2017-10-06 09:00:00,KRW-BTC,4927000.0,4989000.0,4917000.0,4948000.0,0.507414
2017-10-06 13:00:00,KRW-BTC,4948000.0,5018000.0,4948000.0,5018000.0,0.56080964
2017-10-06 17:00:00,KRW-BTC,4932000.0,5031000.0,4885000.0,5004000.0,21.65480763
2017-10-06 21:00:00,KRW-BTC,4967000.0,5016000.0,4936000.0,4961000.0,1.239858
2017-10-07 01:00:00,KRW-BTC,4996000.0,5006000.0,4917000.0,4973000.0,0.550679
2017-10-07 05:00:00,KRW-BTC,4973000.0,5034000.0,4934000.0,5027000.0,0.650252
2017-10-07 09:00:00,KRW-BTC,4983000.0,5031000.0,4959000.0,4971000.0,0.490614
2017-10-07 13:00:00,KRW-BTC,4985000.0,5025000.0,4935000.0,4983000.0,0.423765
2017-10-07 17:00:00,KRW-BTC,4951000.0,5017000.0,4950000.0,4982000.0,0.5998946
2017-10-07 21:00:00,KRW-BTC,4983000.0,5024000.0,4962000.0,4976000.0,0.617531
2017-10-08 01:00:00,KRW-BTC,4976000.0,5021000.0,4962000.0,4971000.0,1.6843004
2017-10-08 05:00:00,KRW-BTC,4970000.0,5070000.0,4962000.0,5047000.0,0.527827
2017-10-08 09:00:00,KRW-BTC,5044000.0,5068000.0,5001000.0,5054000.0,0.515336
2017-10-08 13:00:00,KRW-BTC,5054000.0,5075000.0,4993000.0,5064000.0,1.08523464
2017-10-08 17:00:00,KRW-BTC,5037000.0,5076000.0,5023000.0,5048000.0,8.58623135
2017-10-08 21:00:00,KRW-BTC,5055000.0,5185000.0,5044000.0,5140000.0,128.12309637
2017-10-09 01:00:00,KRW-BTC,5184000.0,5207000.0,5117000.0,5165000.0,1.30964589
2017-10-09 05:00:00,KRW-BTC,5169000.0,5263000.0,5012000.0,5217000.0,6.29831536
2017-10-09 09:00:00,KRW-BTC,5222000.0,5320000.0,5212000.0,5276000.0,0.596043
2017-10-09 13:00:00,KRW-BTC,5275000.0,5312000.0,5188000.0,5266000.0,0.65879914
2017-10-09 17:00:00,KRW-BTC,5266000.0,5312000.0,5221000.0,5294000.0,0.843361
2017-10-09 21:00:00,KRW-BTC,5296000.0,5414000.0,5254000.0,5353000.0,0.61554088
2017-10-10 01:00:00,KRW-BTC,5354000.0,5761000.0,5337000.0,5702000.0,2.87334098
2017-10-10 05:00:00,KRW-BTC,5571000.0,5663000.0,5248000.0,5477000.0,2.48334919
2017-10-10 09:00:00,KRW-BTC,5469000.0,5631000.0,5469000.0,5517000.0,0.91538491
2017-10-10 13:00:00,KRW-BTC,5520000.0,5620000.0,5476000.0,5570000.0,0.84529398
2017-10-10 17:00:00,KRW-BTC,5565000.0,5565000.0,5486000.0,5513000.0,1.97579856
2017-10-10 21:00:00,KRW-BTC,5515000.0,5590000.0,5465000.0,5537000.0,1.6423533
2017-10-11 01:00:00,KRW-BTC,5535000.0,5665000.0,5487000.0,5561000.0,4.87245829
2017-10-11 05:00:00,KRW-BTC,5618000.0,5642000.0,5459000.0,5486000.0,1.44240483
2017-10-11 09:00:00,KRW-BTC,5533000.0,5550000.0,5451000.0,5504000.0,0.72557267
2017-10-11 13:00:00,KRW-BTC,5462000.0,5547000.0,5460000.0,5539000.0,0.7425672
2017-10-11 17:00:00,KRW-BTC,5550000.0,5601000.0,5507000.0,5569000.0,0.6480735
2017-10-11 21:00:00,KRW-BTC,5527000.0,5576000.0,5482000.0,5576000.0,0.83234166
2017-10-12 01:00:00,KRW-BTC,5582000.0,5605000.0,5517000.0,5567000.0,0.486155
2017-10-12 05:00:00,KRW-BTC,5514000.0,5575000.0,5503000.0,5557000.0,0.77794
2017-10-12 09:00:00,KRW-BTC,5569000.0,5597000.0,5515000.0,5550000.0,0.95915794
2017-10-12 13:00:00,KRW-BTC,5550000.0,5757000.0,5550000.0,5748000.0,1.10145312
2017-10-12 17:00:00,KRW-BTC,5800000.0,6022000.0,5783000.0,5934000.0,1.90820772
2017-10-12 21:00:00,KRW-BTC,5920000.0,6104000.0,5886000.0,6101000.0,1.63906731
2017-10-13 01:00:00,KRW-BTC,6062000.0,6213000.0,5564000.0,6119000.0,14.70117777
